T,G,F,CASE,value
T6497,electric_chiller,electricity,reference,4.0
T6497,free_cooling,electricity,integrated,0.0
T6497,free_cooling,electricity,reference,0.0
T6497,HR_DC,electricity,integrated,0.0
T6497,HR_DC,electricity,reference,0.0
T6498,electric_chiller,electricity,integrated,4.0
T6498,electric_chiller,electricity,reference,4.0
T6498,free_cooling,electricity,integrated,0.0
T6498,free_cooling,electricity,reference,0.0
T6498,HR_DC,electricity,integrated,0.0
T6498,HR_DC,electricity,reference,0.0
T6499,electric_chiller,electricity,integrated,4.0
T6499,electric_chiller,electricity,reference,4.0
T6499,free_cooling,electricity,integrated,0.0
T6499,free_cooling,electricity,reference,0.0
T6499,HR_DC,electricity,integrated,0.0
T6499,HR_DC,electricity,reference,0.0
T6500,electric_chiller,electricity,integrated,4.0
T6500,electric_chiller,electricity,reference,4.0
T6500,free_cooling,electricity,integrated,0.0
T6500,free_cooling,electricity,reference,0.0
T6500,HR_DC,electricity,integrated,0.0
T6500,HR_DC,electricity,reference,0.0
T6501,electric_chiller,electricity,integrated,4.0
T6501,electric_chiller,electricity,reference,4.0
T6501,free_cooling,electricity,integrated,0.0
T6501,free_cooling,electricity,reference,0.0
T6501,HR_DC,electricity,integrated,0.0
T6501,HR_DC,electricity,reference,0.0
T6502,electric_chiller,electricity,integrated,4.0
T6502,electric_chiller,electricity,reference,4.0
T6502,free_cooling,electricity,integrated,0.0
T6502,free_cooling,electricity,reference,0.0
T6502,HR_DC,electricity,integrated,0.0
T6502,HR_DC,electricity,reference,0.0
T6503,electric_chiller,electricity,integrated,0.0
T6503,electric_chiller,electricity,reference,0.0
T6503,free_cooling,electricity,integrated,4.0
T6503,free_cooling,electricity,reference,4.0
T6503,HR_DC,electricity,integrated,0.0
T6503,HR_DC,electricity,reference,0.0
T6504,electric_chiller,electricity,integrated,0.0
T6504,electric_chiller,electricity,reference,0.0
T6504,free_cooling,electricity,integrated,4.0
T6504,free_cooling,electricity,reference,4.0
T6504,HR_DC,electricity,integrated,0.0
T6504,HR_DC,electricity,reference,0.0
T6505,electric_chiller,electricity,integrated,0.0
T6505,electric_chiller,electricity,reference,0.0
T6505,free_cooling,electricity,integrated,4.0
T6505,free_cooling,electricity,reference,4.0
T6505,HR_DC,electricity,integrated,0.0
T6505,HR_DC,electricity,reference,0.0
T6506,electric_chiller,electricity,integrated,4.0
T6506,electric_chiller,electricity,reference,4.0
T6506,free_cooling,electricity,integrated,0.0
T6506,free_cooling,electricity,reference,0.0
T6506,HR_DC,electricity,integrated,0.0
T6506,HR_DC,electricity,reference,0.0
T6507,electric_chiller,electricity,integrated,4.0
T6507,electric_chiller,electricity,reference,4.0
T6507,free_cooling,electricity,integrated,0.0
T6507,free_cooling,electricity,reference,0.0
T6507,HR_DC,electricity,integrated,0.0
T6507,HR_DC,electricity,reference,0.0
T6508,electric_chiller,electricity,integrated,4.0
T6508,electric_chiller,electricity,reference,4.0
T6508,free_cooling,electricity,integrated,0.0
T6508,free_cooling,electricity,reference,0.0
T6508,HR_DC,electricity,integrated,0.0
T6508,HR_DC,electricity,reference,0.0
T6509,electric_chiller,electricity,integrated,4.0
T6509,electric_chiller,electricity,reference,4.0
T6509,free_cooling,electricity,integrated,0.0
T6509,free_cooling,electricity,reference,0.0
T6509,HR_DC,electricity,integrated,0.0
T6509,HR_DC,electricity,reference,0.0
T6510,electric_chiller,electricity,integrated,4.0
T6510,electric_chiller,electricity,reference,4.0
T6510,free_cooling,electricity,integrated,0.0
T6510,free_cooling,electricity,reference,0.0
T6510,HR_DC,electricity,integrated,0.0
T6510,HR_DC,electricity,reference,0.0
T6511,electric_chiller,electricity,integrated,4.0
T6511,electric_chiller,electricity,reference,4.0
T6511,free_cooling,electricity,integrated,0.0
T6511,free_cooling,electricity,reference,0.0
T6511,HR_DC,electricity,integrated,0.0
T6511,HR_DC,electricity,reference,0.0
T6512,electric_chiller,electricity,integrated,4.0
T6512,electric_chiller,electricity,reference,4.0
T6512,free_cooling,electricity,integrated,0.0
T6512,free_cooling,electricity,reference,0.0
T6512,HR_DC,electricity,integrated,0.0
T6512,HR_DC,electricity,reference,0.0
T6513,electric_chiller,electricity,integrated,4.0
T6513,electric_chiller,electricity,reference,4.0
T6513,free_cooling,electricity,integrated,0.0
T6513,free_cooling,electricity,reference,0.0
T6513,HR_DC,electricity,integrated,0.0
T6513,HR_DC,electricity,reference,0.0
T6514,electric_chiller,electricity,integrated,4.0
T6514,electric_chiller,electricity,reference,4.0
T6514,free_cooling,electricity,integrated,0.0
T6514,free_cooling,electricity,reference,0.0
T6514,HR_DC,electricity,integrated,0.0
T6514,HR_DC,electricity,reference,0.0
T6515,electric_chiller,electricity,integrated,4.0
T6515,electric_chiller,electricity,reference,4.0
T6515,free_cooling,electricity,integrated,0.0
T6515,free_cooling,electricity,reference,0.0
T6515,HR_DC,electricity,integrated,0.0
T6515,HR_DC,electricity,reference,0.0
T6516,electric_chiller,electricity,integrated,4.0
T6516,electric_chiller,electricity,reference,4.0
T6516,free_cooling,electricity,integrated,0.0
T6516,free_cooling,electricity,reference,0.0
T6516,HR_DC,electricity,integrated,0.0
T6516,HR_DC,electricity,reference,0.0
T6517,electric_chiller,electricity,integrated,4.0
T6517,electric_chiller,electricity,reference,4.0
T6517,free_cooling,electricity,integrated,0.0
T6517,free_cooling,electricity,reference,0.0
T6517,HR_DC,electricity,integrated,0.0
T6517,HR_DC,electricity,reference,0.0
T6518,electric_chiller,electricity,integrated,4.0
T6518,electric_chiller,electricity,reference,4.0
T6518,free_cooling,electricity,integrated,0.0
T6518,free_cooling,electricity,reference,0.0
T6518,HR_DC,electricity,integrated,0.0
T6518,HR_DC,electricity,reference,0.0
T6519,electric_chiller,electricity,integrated,4.0
T6519,electric_chiller,electricity,reference,4.0
T6519,free_cooling,electricity,integrated,0.0
T6519,free_cooling,electricity,reference,0.0
T6519,HR_DC,electricity,integrated,0.0
T6519,HR_DC,electricity,reference,0.0
T6520,electric_chiller,electricity,integrated,4.0
T6520,electric_chiller,electricity,reference,4.0
T6520,free_cooling,electricity,integrated,0.0
T6520,free_cooling,electricity,reference,0.0
T6520,HR_DC,electricity,integrated,0.0
T6520,HR_DC,electricity,reference,0.0
T6521,electric_chiller,electricity,integrated,4.0
T6521,electric_chiller,electricity,reference,4.0
T6521,free_cooling,electricity,integrated,0.0
T6521,free_cooling,electricity,reference,0.0
T6521,HR_DC,electricity,integrated,0.0
T6521,HR_DC,electricity,reference,0.0
T6522,electric_chiller,electricity,integrated,4.0
T6522,electric_chiller,electricity,reference,4.0
T6522,free_cooling,electricity,integrated,0.0
T6522,free_cooling,electricity,reference,0.0
T6522,HR_DC,electricity,integrated,0.0
T6522,HR_DC,electricity,reference,0.0
T6523,electric_chiller,electricity,integrated,4.0
T6523,electric_chiller,electricity,reference,4.0
T6523,free_cooling,electricity,integrated,0.0
T6523,free_cooling,electricity,reference,0.0
T6523,HR_DC,electricity,integrated,0.0
T6523,HR_DC,electricity,reference,0.0
T6524,electric_chiller,electricity,integrated,4.0
T6524,electric_chiller,electricity,reference,4.0
T6524,free_cooling,electricity,integrated,0.0
T6524,free_cooling,electricity,reference,0.0
T6524,HR_DC,electricity,integrated,0.0
T6524,HR_DC,electricity,reference,0.0
T6525,electric_chiller,electricity,integrated,4.0
T6525,electric_chiller,electricity,reference,4.0
T6525,free_cooling,electricity,integrated,0.0
T6525,free_cooling,electricity,reference,0.0
T6525,HR_DC,electricity,integrated,0.0
T6525,HR_DC,electricity,reference,0.0
T6526,electric_chiller,electricity,integrated,4.0
T6526,electric_chiller,electricity,reference,4.0
T6526,free_cooling,electricity,integrated,0.0
T6526,free_cooling,electricity,reference,0.0
T6526,HR_DC,electricity,integrated,0.0
T6526,HR_DC,electricity,reference,0.0
T6527,electric_chiller,electricity,integrated,0.0
T6527,electric_chiller,electricity,reference,0.0
T6527,free_cooling,electricity,integrated,4.0
T6527,free_cooling,electricity,reference,4.0
T6527,HR_DC,electricity,integrated,0.0
T6527,HR_DC,electricity,reference,0.0
T6528,electric_chiller,electricity,integrated,0.0
T6528,electric_chiller,electricity,reference,0.0
T6528,free_cooling,electricity,integrated,4.0
T6528,free_cooling,electricity,reference,4.0
T6528,HR_DC,electricity,integrated,0.0
T6528,HR_DC,electricity,reference,0.0
T6529,electric_chiller,electricity,integrated,0.0
T6529,electric_chiller,electricity,reference,0.0
T6529,free_cooling,electricity,integrated,4.0
T6529,free_cooling,electricity,reference,4.0
T6529,HR_DC,electricity,integrated,0.0
T6529,HR_DC,electricity,reference,0.0
T6530,electric_chiller,electricity,integrated,0.0
T6530,electric_chiller,electricity,reference,0.0
T6530,free_cooling,electricity,integrated,4.0
T6530,free_cooling,electricity,reference,4.0
T6530,HR_DC,electricity,integrated,0.0
T6530,HR_DC,electricity,reference,0.0
T6531,electric_chiller,electricity,integrated,0.0
T6531,electric_chiller,electricity,reference,0.0
T6531,free_cooling,electricity,integrated,4.0
T6531,free_cooling,electricity,reference,4.0
T6531,HR_DC,electricity,integrated,0.0
T6531,HR_DC,electricity,reference,0.0
T6532,electric_chiller,electricity,integrated,0.0
T6532,electric_chiller,electricity,reference,0.0
T6532,free_cooling,electricity,integrated,4.0
T6532,free_cooling,electricity,reference,4.0
T6532,HR_DC,electricity,integrated,0.0
T6532,HR_DC,electricity,reference,0.0
T6533,electric_chiller,electricity,integrated,0.0
T6533,electric_chiller,electricity,reference,0.0
T6533,free_cooling,electricity,integrated,4.0
T6533,free_cooling,electricity,reference,4.0
T6533,HR_DC,electricity,integrated,0.0
T6533,HR_DC,electricity,reference,0.0
T6534,electric_chiller,electricity,integrated,0.0
T6534,electric_chiller,electricity,reference,0.0
T6534,free_cooling,electricity,integrated,4.0
T6534,free_cooling,electricity,reference,4.0
T6534,HR_DC,electricity,integrated,0.0
T6534,HR_DC,electricity,reference,0.0
T6535,electric_chiller,electricity,integrated,0.0
T6535,electric_chiller,electricity,reference,0.0
T6535,free_cooling,electricity,integrated,4.0
T6535,free_cooling,electricity,reference,4.0
T6535,HR_DC,electricity,integrated,0.0
T6535,HR_DC,electricity,reference,0.0
T6536,electric_chiller,electricity,integrated,0.0
T6536,electric_chiller,electricity,reference,0.0
T6536,free_cooling,electricity,integrated,4.0
T6536,free_cooling,electricity,reference,4.0
T6536,HR_DC,electricity,integrated,0.0
T6536,HR_DC,electricity,reference,0.0
T6537,electric_chiller,electricity,integrated,0.0
T6537,electric_chiller,electricity,reference,0.0
T6537,free_cooling,electricity,integrated,4.0
T6537,free_cooling,electricity,reference,4.0
T6537,HR_DC,electricity,integrated,0.0
T6537,HR_DC,electricity,reference,0.0
T6538,electric_chiller,electricity,integrated,4.0
T6538,electric_chiller,electricity,reference,4.0
T6538,free_cooling,electricity,integrated,0.0
T6538,free_cooling,electricity,reference,0.0
T6538,HR_DC,electricity,integrated,0.0
T6538,HR_DC,electricity,reference,0.0
T6539,electric_chiller,electricity,integrated,4.0
T6539,electric_chiller,electricity,reference,4.0
T6539,free_cooling,electricity,integrated,0.0
T6539,free_cooling,electricity,reference,0.0
T6539,HR_DC,electricity,integrated,0.0
T6539,HR_DC,electricity,reference,0.0
T6540,electric_chiller,electricity,integrated,4.0
T6540,electric_chiller,electricity,reference,4.0
T6540,free_cooling,electricity,integrated,0.0
T6540,free_cooling,electricity,reference,0.0
T6540,HR_DC,electricity,integrated,0.0
T6540,HR_DC,electricity,reference,0.0
T6541,electric_chiller,electricity,integrated,4.0
T6541,electric_chiller,electricity,reference,4.0
T6541,free_cooling,electricity,integrated,0.0
T6541,free_cooling,electricity,reference,0.0
T6541,HR_DC,electricity,integrated,0.0
T6541,HR_DC,electricity,reference,0.0
T6542,electric_chiller,electricity,integrated,4.0
T6542,electric_chiller,electricity,reference,4.0
T6542,free_cooling,electricity,integrated,0.0
T6542,free_cooling,electricity,reference,0.0
T6542,HR_DC,electricity,integrated,0.0
T6542,HR_DC,electricity,reference,0.0
T6543,electric_chiller,electricity,integrated,4.0
T6543,electric_chiller,electricity,reference,4.0
T6543,free_cooling,electricity,integrated,0.0
T6543,free_cooling,electricity,reference,0.0
T6543,HR_DC,electricity,integrated,0.0
T6543,HR_DC,electricity,reference,0.0
T6544,electric_chiller,electricity,integrated,4.0
T6544,electric_chiller,electricity,reference,4.0
T6544,free_cooling,electricity,integrated,0.0
T6544,free_cooling,electricity,reference,0.0
T6544,HR_DC,electricity,integrated,0.0
T6544,HR_DC,electricity,reference,0.0
T6545,electric_chiller,electricity,integrated,4.0
T6545,electric_chiller,electricity,reference,4.0
T6545,free_cooling,electricity,integrated,0.0
T6545,free_cooling,electricity,reference,0.0
T6545,HR_DC,electricity,integrated,0.0
T6545,HR_DC,electricity,reference,0.0
T6546,electric_chiller,electricity,integrated,4.0
T6546,electric_chiller,electricity,reference,4.0
T6546,free_cooling,electricity,integrated,0.0
T6546,free_cooling,electricity,reference,0.0
T6546,HR_DC,electricity,integrated,0.0
T6546,HR_DC,electricity,reference,0.0
T6547,electric_chiller,electricity,integrated,0.0
T6547,electric_chiller,electricity,reference,0.0
T6547,free_cooling,electricity,integrated,4.0
T6547,free_cooling,electricity,reference,4.0
T6547,HR_DC,electricity,integrated,0.0
T6547,HR_DC,electricity,reference,0.0
T6548,electric_chiller,electricity,integrated,0.0
T6548,electric_chiller,electricity,reference,0.0
T6548,free_cooling,electricity,integrated,4.0
T6548,free_cooling,electricity,reference,4.0
T6548,HR_DC,electricity,integrated,0.0
T6548,HR_DC,electricity,reference,0.0
T6549,electric_chiller,electricity,integrated,0.0
T6549,electric_chiller,electricity,reference,0.0
T6549,free_cooling,electricity,integrated,4.0
T6549,free_cooling,electricity,reference,4.0
T6549,HR_DC,electricity,integrated,0.0
T6549,HR_DC,electricity,reference,0.0
T6550,electric_chiller,electricity,integrated,0.0
T6550,electric_chiller,electricity,reference,0.0
T6550,free_cooling,electricity,integrated,4.0
T6550,free_cooling,electricity,reference,4.0
T6550,HR_DC,electricity,integrated,0.0
T6550,HR_DC,electricity,reference,0.0
T6551,electric_chiller,electricity,integrated,0.0
T6551,electric_chiller,electricity,reference,0.0
T6551,free_cooling,electricity,integrated,4.0
T6551,free_cooling,electricity,reference,4.0
T6551,HR_DC,electricity,integrated,0.0
T6551,HR_DC,electricity,reference,0.0
T6552,electric_chiller,electricity,integrated,0.0
T6552,electric_chiller,electricity,reference,0.0
T6552,free_cooling,electricity,integrated,4.0
T6552,free_cooling,electricity,reference,4.0
T6552,HR_DC,electricity,integrated,0.0
T6552,HR_DC,electricity,reference,0.0
T6553,electric_chiller,electricity,integrated,0.0
T6553,electric_chiller,electricity,reference,0.0
T6553,free_cooling,electricity,integrated,4.0
T6553,free_cooling,electricity,reference,4.0
T6553,HR_DC,electricity,integrated,0.0
T6553,HR_DC,electricity,reference,0.0
T6554,electric_chiller,electricity,integrated,0.0
T6554,electric_chiller,electricity,reference,0.0
T6554,free_cooling,electricity,integrated,4.0
T6554,free_cooling,electricity,reference,4.0
T6554,HR_DC,electricity,integrated,0.0
T6554,HR_DC,electricity,reference,0.0
T6555,electric_chiller,electricity,integrated,0.0
T6555,electric_chiller,electricity,reference,0.0
T6555,free_cooling,electricity,integrated,4.0
T6555,free_cooling,electricity,reference,4.0
T6555,HR_DC,electricity,integrated,0.0
T6555,HR_DC,electricity,reference,0.0
T6556,electric_chiller,electricity,integrated,0.0
T6556,electric_chiller,electricity,reference,0.0
T6556,free_cooling,electricity,integrated,4.0
T6556,free_cooling,electricity,reference,4.0
T6556,HR_DC,electricity,integrated,0.0
T6556,HR_DC,electricity,reference,0.0
T6557,electric_chiller,electricity,integrated,0.0
T6557,electric_chiller,electricity,reference,0.0
T6557,free_cooling,electricity,integrated,4.0
T6557,free_cooling,electricity,reference,4.0
T6557,HR_DC,electricity,integrated,0.0
T6557,HR_DC,electricity,reference,0.0
T6558,electric_chiller,electricity,integrated,0.0
T6558,electric_chiller,electricity,reference,0.0
T6558,free_cooling,electricity,integrated,4.0
T6558,free_cooling,electricity,reference,4.0
T6558,HR_DC,electricity,integrated,0.0
T6558,HR_DC,electricity,reference,0.0
T6559,electric_chiller,electricity,integrated,0.0
T6559,electric_chiller,electricity,reference,0.0
T6559,free_cooling,electricity,integrated,4.0
T6559,free_cooling,electricity,reference,4.0
T6559,HR_DC,electricity,integrated,0.0
T6559,HR_DC,electricity,reference,0.0
T6560,electric_chiller,electricity,integrated,0.0
T6560,electric_chiller,electricity,reference,0.0
T6560,free_cooling,electricity,integrated,4.0
T6560,free_cooling,electricity,reference,4.0
T6560,HR_DC,electricity,integrated,0.0
T6560,HR_DC,electricity,reference,0.0
T6561,electric_chiller,electricity,integrated,0.0
T6561,electric_chiller,electricity,reference,0.0
T6561,free_cooling,electricity,integrated,4.0
T6561,free_cooling,electricity,reference,4.0
T6561,HR_DC,electricity,integrated,0.0
T6561,HR_DC,electricity,reference,0.0
T6562,electric_chiller,electricity,integrated,4.0
T6562,electric_chiller,electricity,reference,4.0
T6562,free_cooling,electricity,integrated,0.0
T6562,free_cooling,electricity,reference,0.0
T6562,HR_DC,electricity,integrated,0.0
T6562,HR_DC,electricity,reference,0.0
T6563,electric_chiller,electricity,integrated,4.0
T6563,electric_chiller,electricity,reference,4.0
T6563,free_cooling,electricity,integrated,0.0
T6563,free_cooling,electricity,reference,0.0
T6563,HR_DC,electricity,integrated,0.0
T6563,HR_DC,electricity,reference,0.0
T6564,electric_chiller,electricity,integrated,4.0
T6564,electric_chiller,electricity,reference,4.0
T6564,free_cooling,electricity,integrated,0.0
T6564,free_cooling,electricity,reference,0.0
T6564,HR_DC,electricity,integrated,0.0
T6564,HR_DC,electricity,reference,0.0
T6565,electric_chiller,electricity,integrated,4.0
T6565,electric_chiller,electricity,reference,4.0
T6565,free_cooling,electricity,integrated,0.0
T6565,free_cooling,electricity,reference,0.0
T6565,HR_DC,electricity,integrated,0.0
T6565,HR_DC,electricity,reference,0.0
T6566,electric_chiller,electricity,integrated,4.0
T6566,electric_chiller,electricity,reference,4.0
T6566,free_cooling,electricity,integrated,0.0
T6566,free_cooling,electricity,reference,0.0
T6566,HR_DC,electricity,integrated,0.0
T6566,HR_DC,electricity,reference,0.0
T6567,electric_chiller,electricity,integrated,4.0
T6567,electric_chiller,electricity,reference,4.0
T6567,free_cooling,electricity,integrated,0.0
T6567,free_cooling,electricity,reference,0.0
T6567,HR_DC,electricity,integrated,0.0
T6567,HR_DC,electricity,reference,0.0
T6568,electric_chiller,electricity,integrated,4.0
T6568,electric_chiller,electricity,reference,4.0
T6568,free_cooling,electricity,integrated,0.0
T6568,free_cooling,electricity,reference,0.0
T6568,HR_DC,electricity,integrated,0.0
T6568,HR_DC,electricity,reference,0.0
T6569,electric_chiller,electricity,integrated,4.0
T6569,electric_chiller,electricity,reference,4.0
T6569,free_cooling,electricity,integrated,0.0
T6569,free_cooling,electricity,reference,0.0
T6569,HR_DC,electricity,integrated,0.0
T6569,HR_DC,electricity,reference,0.0
T6570,electric_chiller,electricity,integrated,4.0
T6570,electric_chiller,electricity,reference,4.0
T6570,free_cooling,electricity,integrated,0.0
T6570,free_cooling,electricity,reference,0.0
T6570,HR_DC,electricity,integrated,0.0
T6570,HR_DC,electricity,reference,0.0
T6571,electric_chiller,electricity,integrated,4.0
T6571,electric_chiller,electricity,reference,4.0
T6571,free_cooling,electricity,integrated,0.0
T6571,free_cooling,electricity,reference,0.0
T6571,HR_DC,electricity,integrated,0.0
T6571,HR_DC,electricity,reference,0.0
T6572,electric_chiller,electricity,integrated,0.0
T6572,electric_chiller,electricity,reference,0.0
T6572,free_cooling,electricity,integrated,4.0
T6572,free_cooling,electricity,reference,4.0
T6572,HR_DC,electricity,integrated,0.0
T6572,HR_DC,electricity,reference,0.0
T6573,electric_chiller,electricity,integrated,0.0
T6573,electric_chiller,electricity,reference,0.0
T6573,free_cooling,electricity,integrated,4.0
T6573,free_cooling,electricity,reference,4.0
T6573,HR_DC,electricity,integrated,0.0
T6573,HR_DC,electricity,reference,0.0
T6574,electric_chiller,electricity,integrated,0.0
T6574,electric_chiller,electricity,reference,0.0
T6574,free_cooling,electricity,integrated,4.0
T6574,free_cooling,electricity,reference,4.0
T6574,HR_DC,electricity,integrated,0.0
T6574,HR_DC,electricity,reference,0.0
T6575,electric_chiller,electricity,integrated,0.0
T6575,electric_chiller,electricity,reference,0.0
T6575,free_cooling,electricity,integrated,4.0
T6575,free_cooling,electricity,reference,4.0
T6575,HR_DC,electricity,integrated,0.0
T6575,HR_DC,electricity,reference,0.0
T6576,electric_chiller,electricity,integrated,4.0
T6576,electric_chiller,electricity,reference,4.0
T6576,free_cooling,electricity,integrated,0.0
T6576,free_cooling,electricity,reference,0.0
T6576,HR_DC,electricity,integrated,0.0
T6576,HR_DC,electricity,reference,0.0
T6577,electric_chiller,electricity,integrated,4.0
T6577,electric_chiller,electricity,reference,4.0
T6577,free_cooling,electricity,integrated,0.0
T6577,free_cooling,electricity,reference,0.0
T6577,HR_DC,electricity,integrated,0.0
T6577,HR_DC,electricity,reference,0.0
T6578,electric_chiller,electricity,integrated,4.0
T6578,electric_chiller,electricity,reference,4.0
T6578,free_cooling,electricity,integrated,0.0
T6578,free_cooling,electricity,reference,0.0
T6578,HR_DC,electricity,integrated,0.0
T6578,HR_DC,electricity,reference,0.0
T6579,electric_chiller,electricity,integrated,4.0
T6579,electric_chiller,electricity,reference,4.0
T6579,free_cooling,electricity,integrated,0.0
T6579,free_cooling,electricity,reference,0.0
T6579,HR_DC,electricity,integrated,0.0
T6579,HR_DC,electricity,reference,0.0
T6580,electric_chiller,electricity,integrated,4.0
T6580,electric_chiller,electricity,reference,4.0
T6580,free_cooling,electricity,integrated,0.0
T6580,free_cooling,electricity,reference,0.0
T6580,HR_DC,electricity,integrated,0.0
T6580,HR_DC,electricity,reference,0.0
T6581,electric_chiller,electricity,integrated,4.0
T6581,electric_chiller,electricity,reference,4.0
T6581,free_cooling,electricity,integrated,0.0
T6581,free_cooling,electricity,reference,0.0
T6581,HR_DC,electricity,integrated,0.0
T6581,HR_DC,electricity,reference,0.0
T6582,electric_chiller,electricity,integrated,4.0
T6582,electric_chiller,electricity,reference,4.0
T6582,free_cooling,electricity,integrated,0.0
T6582,free_cooling,electricity,reference,0.0
T6582,HR_DC,electricity,integrated,0.0
T6582,HR_DC,electricity,reference,0.0
T6583,electric_chiller,electricity,integrated,4.0
T6583,electric_chiller,electricity,reference,4.0
T6583,free_cooling,electricity,integrated,0.0
T6583,free_cooling,electricity,reference,0.0
T6583,HR_DC,electricity,integrated,0.0
T6583,HR_DC,electricity,reference,0.0
T6584,electric_chiller,electricity,integrated,4.0
T6584,electric_chiller,electricity,reference,4.0
T6584,free_cooling,electricity,integrated,0.0
T6584,free_cooling,electricity,reference,0.0
T6584,HR_DC,electricity,integrated,0.0
T6584,HR_DC,electricity,reference,0.0
T6585,electric_chiller,electricity,integrated,4.0
T6585,electric_chiller,electricity,reference,4.0
T6585,free_cooling,electricity,integrated,0.0
T6585,free_cooling,electricity,reference,0.0
T6585,HR_DC,electricity,integrated,0.0
T6585,HR_DC,electricity,reference,0.0
T6586,electric_chiller,electricity,integrated,4.0
T6586,electric_chiller,electricity,reference,4.0
T6586,free_cooling,electricity,integrated,0.0
T6586,free_cooling,electricity,reference,0.0
T6586,HR_DC,electricity,integrated,0.0
T6586,HR_DC,electricity,reference,0.0
T6587,electric_chiller,electricity,integrated,4.0
T6587,electric_chiller,electricity,reference,4.0
T6587,free_cooling,electricity,integrated,0.0
T6587,free_cooling,electricity,reference,0.0
T6587,HR_DC,electricity,integrated,0.0
T6587,HR_DC,electricity,reference,0.0
T6588,electric_chiller,electricity,integrated,4.0
T6588,electric_chiller,electricity,reference,4.0
T6588,free_cooling,electricity,integrated,0.0
T6588,free_cooling,electricity,reference,0.0
T6588,HR_DC,electricity,integrated,0.0
T6588,HR_DC,electricity,reference,0.0
T6589,electric_chiller,electricity,integrated,4.0
T6589,electric_chiller,electricity,reference,4.0
T6589,free_cooling,electricity,integrated,0.0
T6589,free_cooling,electricity,reference,0.0
T6589,HR_DC,electricity,integrated,0.0
T6589,HR_DC,electricity,reference,0.0
T6590,electric_chiller,electricity,integrated,4.0
T6590,electric_chiller,electricity,reference,4.0
T6590,free_cooling,electricity,integrated,0.0
T6590,free_cooling,electricity,reference,0.0
T6590,HR_DC,electricity,integrated,0.0
T6590,HR_DC,electricity,reference,0.0
T6591,electric_chiller,electricity,integrated,4.0
T6591,electric_chiller,electricity,reference,4.0
T6591,free_cooling,electricity,integrated,0.0
T6591,free_cooling,electricity,reference,0.0
T6591,HR_DC,electricity,integrated,0.0
T6591,HR_DC,electricity,reference,0.0
T6592,electric_chiller,electricity,integrated,4.0
T6592,electric_chiller,electricity,reference,4.0
T6592,free_cooling,electricity,integrated,0.0
T6592,free_cooling,electricity,reference,0.0
T6592,HR_DC,electricity,integrated,0.0
T6592,HR_DC,electricity,reference,0.0
T6593,electric_chiller,electricity,integrated,4.0
T6593,electric_chiller,electricity,reference,4.0
T6593,free_cooling,electricity,integrated,0.0
T6593,free_cooling,electricity,reference,0.0
T6593,HR_DC,electricity,integrated,0.0
T6593,HR_DC,electricity,reference,0.0
T6594,electric_chiller,electricity,integrated,4.0
T6594,electric_chiller,electricity,reference,4.0
T6594,free_cooling,electricity,integrated,0.0
T6594,free_cooling,electricity,reference,0.0
T6594,HR_DC,electricity,integrated,0.0
T6594,HR_DC,electricity,reference,0.0
T6595,electric_chiller,electricity,integrated,4.0
T6595,electric_chiller,electricity,reference,4.0
T6595,free_cooling,electricity,integrated,0.0
T6595,free_cooling,electricity,reference,0.0
T6595,HR_DC,electricity,integrated,0.0
T6595,HR_DC,electricity,reference,0.0
T6596,electric_chiller,electricity,integrated,4.0
T6596,electric_chiller,electricity,reference,4.0
T6596,free_cooling,electricity,integrated,0.0
T6596,free_cooling,electricity,reference,0.0
T6596,HR_DC,electricity,integrated,0.0
T6596,HR_DC,electricity,reference,0.0
T6597,electric_chiller,electricity,integrated,4.0
T6597,electric_chiller,electricity,reference,4.0
T6597,free_cooling,electricity,integrated,0.0
T6597,free_cooling,electricity,reference,0.0
T6597,HR_DC,electricity,integrated,0.0
T6597,HR_DC,electricity,reference,0.0
T6598,electric_chiller,electricity,integrated,4.0
T6598,electric_chiller,electricity,reference,4.0
T6598,free_cooling,electricity,integrated,0.0
T6598,free_cooling,electricity,reference,0.0
T6598,HR_DC,electricity,integrated,0.0
T6598,HR_DC,electricity,reference,0.0
T6599,electric_chiller,electricity,integrated,4.0
T6599,electric_chiller,electricity,reference,4.0
T6599,free_cooling,electricity,integrated,0.0
T6599,free_cooling,electricity,reference,0.0
T6599,HR_DC,electricity,integrated,0.0
T6599,HR_DC,electricity,reference,0.0
T6600,electric_chiller,electricity,integrated,4.0
T6600,electric_chiller,electricity,reference,4.0
T6600,free_cooling,electricity,integrated,0.0
T6600,free_cooling,electricity,reference,0.0
T6600,HR_DC,electricity,integrated,0.0
T6600,HR_DC,electricity,reference,0.0
T6601,electric_chiller,electricity,integrated,4.0
T6601,electric_chiller,electricity,reference,4.0
T6601,free_cooling,electricity,integrated,0.0
T6601,free_cooling,electricity,reference,0.0
T6601,HR_DC,electricity,integrated,0.0
T6601,HR_DC,electricity,reference,0.0
T6602,electric_chiller,electricity,integrated,4.0
T6602,electric_chiller,electricity,reference,4.0
T6602,free_cooling,electricity,integrated,0.0
T6602,free_cooling,electricity,reference,0.0
T6602,HR_DC,electricity,integrated,0.0
T6602,HR_DC,electricity,reference,0.0
T6603,electric_chiller,electricity,integrated,0.0
T6603,electric_chiller,electricity,reference,4.0
T6603,free_cooling,electricity,integrated,0.0
T6603,free_cooling,electricity,reference,0.0
T6603,HR_DC,electricity,integrated,4.0
